admin_code	name	name_en
US.MO.007	Audrain County	Audrain County
US.MO.009	Barry County	Barry County
US.MO.011	Barton County	Barton County
US.MO.013	Bates County	Bates County
US.MO.015	Benton County	Benton County
US.MO.017	Bollinger County	Bollinger County
US.MO.019	Boone County	Boone County
US.MO.021	Buchanan County	Buchanan County
US.MO.023	Butler County	Butler County
US.MO.025	Caldwell County	Caldwell County
US.MO.027	Callaway County	Callaway County
US.MO.029	Camden County	Camden County
US.MO.031	Cape Girardeau County	Cape Girardeau County
US.MO.033	Carroll County	Carroll County
US.MO.035	Carter County	Carter County
US.MO.037	Cass County	Cass County
US.MO.039	Cedar County	Cedar County
US.MO.041	Chariton County	Chariton County
US.MO.043	Christian County	Christian County
US.MO.047	Clay County	Clay County
US.MO.049	Clinton County	Clinton County
US.MO.051	Cole County	Cole County
US.MO.053	Cooper County	Cooper County
US.MO.055	Crawford County	Crawford County
US.MO.057	Dade County	Dade County
US.MO.059	Dallas County	Dallas County
US.MO.061	Daviess County	Daviess County
US.MO.063	DeKalb County	DeKalb County
US.MO.065	Dent County	Dent County
US.MO.067	Douglas County	Douglas County
US.MO.069	Dunklin County	Dunklin County
US.MO.071	Franklin County	Franklin County
US.MO.073	Gasconade County	Gasconade County
US.MO.077	Greene County	Greene County
US.MO.083	Henry County	Henry County
US.MO.085	Hickory County	Hickory County
US.MO.089	Howard County	Howard County
US.MO.091	Howell County	Howell County
US.MO.093	Iron County	Iron County
US.MO.095	Jackson County	Jackson County
US.MO.097	Jasper County	Jasper County
US.MO.099	Jefferson County	Jefferson County
US.MO.101	Johnson County	Johnson County
US.MO.105	Laclede County	Laclede County
US.MO.107	Lafayette County	Lafayette County
US.MO.109	Lawrence County	Lawrence County
US.MO.113	Lincoln County	Lincoln County
US.MO.115	Linn County	Linn County
US.MO.117	Livingston County	Livingston County
US.MO.121	Macon County	Macon County
US.MO.123	Madison County	Madison County
US.MO.125	Maries County	Maries County
US.MO.127	Marion County	Marion County
US.MO.119	McDonald County	McDonald County
US.MO.131	Miller County	Miller County
US.MO.133	Mississippi County	Mississippi County
US.MO.135	Moniteau County	Moniteau County
US.MO.137	Monroe County	Monroe County
US.MO.139	Montgomery County	Montgomery County
US.MO.141	Morgan County	Morgan County
US.MO.143	New Madrid County	New Madrid County
US.MO.145	Newton County	Newton County
US.MO.149	Oregon County	Oregon County
US.MO.151	Osage County	Osage County
US.MO.153	Ozark County	Ozark County
US.MO.155	Pemiscot County	Pemiscot County
US.MO.157	Perry County	Perry County
US.MO.159	Pettis County	Pettis County
US.MO.161	Phelps County	Phelps County
US.MO.163	Pike County	Pike County
US.MO.165	Platte County	Platte County
US.MO.167	Polk County	Polk County
US.MO.169	Pulaski County	Pulaski County
US.MO.173	Ralls County	Ralls County
US.MO.175	Randolph County	Randolph County
US.MO.177	Ray County	Ray County
US.MO.179	Reynolds County	Reynolds County
US.MO.181	Ripley County	Ripley County
US.MO.183	Saint Charles County	Saint Charles County
US.MO.185	Saint Clair County	Saint Clair County
US.MO.187	Saint Francois County	Saint Francois County
US.MO.189	Saint Louis County	Saint Louis County
US.MO.510	City of Saint Louis	City of Saint Louis
US.MO.186	Sainte Genevieve County	Sainte Genevieve County
US.MO.195	Saline County	Saline County
US.MO.201	Scott County	Scott County
US.MO.203	Shannon County	Shannon County
US.MO.205	Shelby County	Shelby County
US.MO.207	Stoddard County	Stoddard County
US.MO.209	Stone County	Stone County
US.MO.213	Taney County	Taney County
US.MO.215	Texas County	Texas County
US.MO.217	Vernon County	Vernon County
US.MO.219	Warren County	Warren County
US.MO.221	Washington County	Washington County
US.MO.223	Wayne County	Wayne County
US.MO.225	Webster County	Webster County
US.MO.229	Wright County	Wright County
US.MS.001	Adams County	Adams County
US.MS.003	Alcorn County	Alcorn County
US.MS.005	Amite County	Amite County
US.MS.007	Attala County	Attala County
US.MS.009	Benton County	Benton County
US.MS.011	Bolivar County	Bolivar County
US.MS.013	Calhoun County	Calhoun County
US.MS.015	Carroll County	Carroll County
US.MS.017	Chickasaw County	Chickasaw County
US.MS.019	Choctaw County	Choctaw County
US.MS.021	Claiborne County	Claiborne County
US.MS.023	Clarke County	Clarke County
US.MS.025	Clay County	Clay County
US.MS.027	Coahoma County	Coahoma County
US.MS.029	Copiah County	Copiah County
US.MS.031	Covington County	Covington County
US.MS.033	De Soto County	De Soto County
US.MS.035	Forrest County	Forrest County
US.MS.037	Franklin County	Franklin County
US.MS.039	George County	George County
US.MS.041	Greene County	Greene County
US.MS.043	Grenada County	Grenada County
US.MS.045	Hancock County	Hancock County
US.MS.047	Harrison County	Harrison County
US.MS.049	Hinds County	Hinds County
US.MS.051	Holmes County	Holmes County
US.MS.053	Humphreys County	Humphreys County
US.MS.055	Issaquena County	Issaquena County
US.MS.057	Itawamba County	Itawamba County
US.MS.059	Jackson County	Jackson County
US.MS.061	Jasper County	Jasper County
US.MS.063	Jefferson County	Jefferson County
US.MS.065	Jefferson Davis County	Jefferson Davis County
US.MS.067	Jones County	Jones County
US.MS.069	Kemper County	Kemper County
US.MS.071	Lafayette County	Lafayette County
US.MS.073	Lamar County	Lamar County
US.MS.075	Lauderdale County	Lauderdale County
US.MS.077	Lawrence County	Lawrence County
US.MS.079	Leake County	Leake County
US.MS.081	Lee County	Lee County
US.MS.083	Leflore County	Leflore County
US.MS.085	Lincoln County	Lincoln County
US.MS.087	Lowndes County	Lowndes County
US.MS.089	Madison County	Madison County
US.MS.091	Marion County	Marion County
US.MS.093	Marshall County	Marshall County
US.MS.097	Montgomery County	Montgomery County
US.MS.095	Monroe County	Monroe County
US.MS.099	Neshoba County	Neshoba County
US.MS.101	Newton County	Newton County
US.MS.103	Noxubee County	Noxubee County
US.MS.105	Oktibbeha County	Oktibbeha County
US.MS.107	Panola County	Panola County
US.MS.109	Pearl River County	Pearl River County
US.MS.111	Perry County	Perry County
US.MS.113	Pike County	Pike County
US.MS.115	Pontotoc County	Pontotoc County
US.MS.117	Prentiss County	Prentiss County
US.MS.119	Quitman County	Quitman County
US.MS.121	Rankin County	Rankin County
US.MS.123	Scott County	Scott County
US.MS.125	Sharkey County	Sharkey County
US.MS.127	Simpson County	Simpson County
US.MS.129	Smith County	Smith County
US.MS.131	Stone County	Stone County
US.MS.133	Sunflower County	Sunflower County
US.MS.135	Tallahatchie County	Tallahatchie County
US.MS.137	Tate County	Tate County
US.MS.139	Tippah County	Tippah County
US.MS.141	Tishomingo County	Tishomingo County
US.MS.143	Tunica County	Tunica County
US.MS.145	Union County	Union County
US.MS.147	Walthall County	Walthall County
US.MS.149	Warren County	Warren County
US.MS.151	Washington County	Washington County
US.MS.153	Wayne County	Wayne County
US.MS.155	Webster County	Webster County
US.MS.157	Wilkinson County	Wilkinson County
US.MS.159	Winston County	Winston County
US.MS.161	Yalobusha County	Yalobusha County
US.MS.163	Yazoo County	Yazoo County
US.NC.001	Alamance County	Alamance County
US.NC.003	Alexander County	Alexander County
US.NC.005	Alleghany County	Alleghany County
US.NC.007	Anson County	Anson County
US.NC.009	Ashe County	Ashe County
US.NC.011	Avery County	Avery County
US.NC.013	Beaufort County	Beaufort County
US.NC.015	Bertie County	Bertie County
US.NC.017	Bladen County	Bladen County
US.NC.019	Brunswick County	Brunswick County
US.NC.021	Buncombe County	Buncombe County
US.NC.023	Burke County	Burke County
US.NC.025	Cabarrus County	Cabarrus County
US.NC.027	Caldwell County	Caldwell County
US.NC.029	Camden County	Camden County
US.NC.031	Carteret County	Carteret County
US.NC.033	Caswell County	Caswell County
US.NC.035	Catawba County	Catawba County
US.NC.037	Chatham County	Chatham County
US.NC.039	Cherokee County	Cherokee County
US.NC.041	Chowan County	Chowan County
US.NC.043	Clay County	Clay County
US.NC.045	Cleveland County	Cleveland County
US.NC.047	Columbus County	Columbus County
US.NC.049	Craven County	Craven County
US.NC.051	Cumberland County	Cumberland County
US.NC.053	Currituck County	Currituck County
US.NC.055	Dare County	Dare County
US.NC.057	Davidson County	Davidson County
US.NC.059	Davie County	Davie County
US.NC.061	Duplin County	Duplin County
US.NC.063	Durham County	Durham County
US.NC.065	Edgecombe County	Edgecombe County
US.NC.067	Forsyth County	Forsyth County
US.NC.069	Franklin County	Franklin County
US.NC.071	Gaston County	Gaston County
US.NC.073	Gates County	Gates County
US.NC.075	Graham County	Graham County
US.NC.077	Granville County	Granville County
US.NC.079	Greene County	Greene County
US.NC.081	Guilford County	Guilford County
US.NC.083	Halifax County	Halifax County
US.NC.085	Harnett County	Harnett County
US.NC.087	Haywood County	Haywood County
US.NC.089	Henderson County	Henderson County
US.NC.091	Hertford County	Hertford County
US.NC.093	Hoke County	Hoke County
US.NC.095	Hyde County	Hyde County
US.NC.097	Iredell County	Iredell County
US.NC.099	Jackson County	Jackson County
US.NC.101	Johnston County	Johnston County
US.NC.103	Jones County	Jones County
US.NC.105	Lee County	Lee County
US.NC.107	Lenoir County	Lenoir County
US.NC.109	Lincoln County	Lincoln County
US.NC.113	Macon County	Macon County
US.NC.115	Madison County	Madison County
US.NC.117	Martin County	Martin County
US.NC.111	McDowell County	McDowell County
US.NC.119	Mecklenburg County	Mecklenburg County
US.NC.121	Mitchell County	Mitchell County
US.NC.123	Montgomery County	Montgomery County
US.NC.125	Moore County	Moore County
US.NC.127	Nash County	Nash County
US.NC.129	New Hanover County	New Hanover County
US.NC.131	Northampton County	Northampton County
US.NC.133	Onslow County	Onslow County
US.NC.135	Orange County	Orange County
US.NC.137	Pamlico County	Pamlico County
US.NC.139	Pasquotank County	Pasquotank County
US.NC.141	Pender County	Pender County
US.NC.143	Perquimans County	Perquimans County
US.NC.145	Person County	Person County
US.NC.147	Pitt County	Pitt County
US.NC.149	Polk County	Polk County
US.NC.151	Randolph County	Randolph County
US.NC.153	Richmond County	Richmond County
US.NC.155	Robeson County	Robeson County
US.NC.157	Rockingham County	Rockingham County
US.NC.159	Rowan County	Rowan County
US.NC.161	Rutherford County	Rutherford County
US.NC.163	Sampson County	Sampson County
US.NC.165	Scotland County	Scotland County
US.NC.167	Stanly County	Stanly County
US.NC.169	Stokes County	Stokes County
US.NC.171	Surry County	Surry County
US.NC.173	Swain County	Swain County
US.NC.175	Transylvania County	Transylvania County
US.NC.177	Tyrrell County	Tyrrell County
US.NC.179	Union County	Union County
US.NC.181	Vance County	Vance County
US.NC.183	Wake County	Wake County
US.NC.185	Warren County	Warren County
US.NC.187	Washington County	Washington County
US.NC.189	Watauga County	Watauga County
US.NC.191	Wayne County	Wayne County
US.NC.193	Wilkes County	Wilkes County
US.NC.195	Wilson County	Wilson County
US.NC.197	Yadkin County	Yadkin County
US.NC.199	Yancey County	Yancey County
US.NJ.001	Atlantic County	Atlantic County
US.NJ.005	Burlington County	Burlington County
US.NJ.007	Camden County	Camden County
US.NJ.009	Cape May County	Cape May County
US.NJ.011	Cumberland County	Cumberland County
US.NJ.015	Gloucester County	Gloucester County
US.NJ.029	Ocean County	Ocean County
US.NJ.033	Salem County	Salem County
US.OH.001	Adams County	Adams County
US.OH.009	Athens County	Athens County
US.OH.015	Brown County	Brown County
US.OH.017	Butler County	Butler County
US.OH.023	Clark County	Clark County
US.OH.025	Clermont County	Clermont County
US.OH.027	Clinton County	Clinton County
US.OH.045	Fairfield County	Fairfield County
US.OH.047	Fayette County	Fayette County
US.OH.049	Franklin County	Franklin County
US.OH.053	Gallia County	Gallia County
US.OH.057	Greene County	Greene County
US.OH.061	Hamilton County	Hamilton County
US.OH.071	Highland County	Highland County
US.OH.073	Hocking County	Hocking County
US.OH.079	Jackson County	Jackson County
US.OH.087	Lawrence County	Lawrence County
US.OH.097	Madison County	Madison County
US.OH.105	Meigs County	Meigs County
US.OH.111	Monroe County	Monroe County
US.OH.113	Montgomery County	Montgomery County
US.OH.115	Morgan County	Morgan County
US.OH.119	Muskingum County	Muskingum County
US.OH.121	Noble County	Noble County
US.OH.127	Perry County	Perry County
US.OH.129	Pickaway County	Pickaway County
US.OH.131	Pike County	Pike County
US.OH.135	Preble County	Preble County
US.OH.141	Ross County	Ross County
US.OH.145	Scioto County	Scioto County
US.OH.163	Vinton County	Vinton County
US.OH.165	Warren County	Warren County
US.OH.167	Washington County	Washington County
US.OK.001	Adair County	Adair County
US.OK.003	Alfalfa County	Alfalfa County
US.OK.005	Atoka County	Atoka County
US.OK.009	Beckham County	Beckham County
US.OK.011	Blaine County	Blaine County
US.OK.013	Bryan County	Bryan County
US.OK.015	Caddo County	Caddo County
US.OK.017	Canadian County	Canadian County
US.OK.019	Carter County	Carter County
US.OK.021	Cherokee County	Cherokee County
US.OK.023	Choctaw County	Choctaw County
US.OK.027	Cleveland County	Cleveland County
US.OK.029	Coal County	Coal County
US.OK.031	Comanche County	Comanche County
US.OK.033	Cotton County	Cotton County
US.OK.035	Craig County	Craig County
US.OK.037	Creek County	Creek County
US.OK.039	Custer County	Custer County
US.OK.041	Delaware County	Delaware County
US.OK.043	Dewey County	Dewey County
US.OK.045	Ellis County	Ellis County
US.OK.047	Garfield County	Garfield County
US.OK.049	Garvin County	Garvin County
US.OK.051	Grady County	Grady County
US.OK.053	Grant County	Grant County
US.OK.055	Greer County	Greer County
US.OK.057	Harmon County	Harmon County
US.OK.059	Harper County	Harper County
US.OK.061	Haskell County	Haskell County
US.OK.063	Hughes County	Hughes County
US.OK.065	Jackson County	Jackson County
US.OK.067	Jefferson County	Jefferson County
US.OK.069	Johnston County	Johnston County
US.OK.071	Kay County	Kay County
US.OK.073	Kingfisher County	Kingfisher County
US.OK.075	Kiowa County	Kiowa County
US.OK.077	Latimer County	Latimer County
US.OK.079	Le Flore County	Le Flore County
US.OK.081	Lincoln County	Lincoln County
US.OK.083	Logan County	Logan County
US.OK.085	Love County	Love County
US.OK.093	Major County	Major County
US.OK.095	Marshall County	Marshall County
US.OK.097	Mayes County	Mayes County
US.OK.087	McClain County	McClain County
US.OK.089	McCurtain County	McCurtain County
US.OK.091	McIntosh County	McIntosh County
US.OK.099	Murray County	Murray County
US.OK.101	Muskogee County	Muskogee County
US.OK.103	Noble County	Noble County
US.OK.105	Nowata County	Nowata County
US.OK.107	Okfuskee County	Okfuskee County
US.OK.109	Oklahoma County	Oklahoma County
US.OK.111	Okmulgee County	Okmulgee County
US.OK.113	Osage County	Osage County
US.OK.115	Ottawa County	Ottawa County
US.OK.117	Pawnee County	Pawnee County
US.OK.119	Payne County	Payne County
US.OK.121	Pittsburg County	Pittsburg County
US.OK.123	Pontotoc County	Pontotoc County
US.OK.125	Pottawatomie County	Pottawatomie County
US.OK.127	Pushmataha County	Pushmataha County
US.OK.129	Roger Mills County	Roger Mills County
US.OK.131	Rogers County	Rogers County
US.OK.133	Seminole County	Seminole County
US.OK.135	Sequoyah County	Sequoyah County
US.OK.137	Stephens County	Stephens County
US.OK.141	Tillman County	Tillman County
US.OK.143	Tulsa County	Tulsa County
US.OK.145	Wagoner County	Wagoner County
US.OK.147	Washington County	Washington County
US.OK.149	Washita County	Washita County
US.OK.151	Woods County	Woods County
US.OK.153	Woodward County	Woodward County
US.PA.001	Adams County	Adams County
US.SC.001	Abbeville County	Abbeville County
US.SC.003	Aiken County	Aiken County
US.SC.005	Allendale County	Allendale County
US.SC.007	Anderson County	Anderson County
US.SC.009	Bamberg County	Bamberg County
US.SC.011	Barnwell County	Barnwell County
US.SC.013	Beaufort County	Beaufort County
US.SC.015	Berkeley County	Berkeley County
US.SC.017	Calhoun County	Calhoun County
US.SC.019	Charleston County	Charleston County
US.SC.021	Cherokee County	Cherokee County
US.SC.023	Chester County	Chester County
US.SC.025	Chesterfield County	Chesterfield County
US.SC.027	Clarendon County	Clarendon County
US.SC.029	Colleton County	Colleton County
US.SC.031	Darlington County	Darlington County
US.SC.033	Dillon County	Dillon County
US.SC.035	Dorchester County	Dorchester County
US.SC.037	Edgefield County	Edgefield County
US.SC.039	Fairfield County	Fairfield County
US.SC.041	Florence County	Florence County
US.SC.043	Georgetown County	Georgetown County
US.SC.045	Greenville County	Greenville County
US.SC.047	Greenwood County	Greenwood County
US.SC.049	Hampton County	Hampton County
US.SC.051	Horry County	Horry County
US.SC.053	Jasper County	Jasper County
US.SC.055	Kershaw County	Kershaw County
US.SC.057	Lancaster County	Lancaster County
US.SC.059	Laurens County	Laurens County
US.SC.061	Lee County	Lee County
US.SC.063	Lexington County	Lexington County
US.SC.067	Marion County	Marion County
US.SC.069	Marlboro County	Marlboro County
US.SC.065	McCormick County	McCormick County
US.SC.071	Newberry County	Newberry County
US.SC.073	Oconee County	Oconee County
US.SC.075	Orangeburg County	Orangeburg County
US.SC.077	Pickens County	Pickens County
US.SC.079	Richland County	Richland County
US.SC.081	Saluda County	Saluda County
US.SC.083	Spartanburg County	Spartanburg County
US.SC.085	Sumter County	Sumter County
US.SC.087	Union County	Union County
US.SC.089	Williamsburg County	Williamsburg County
US.SC.091	York County	York County
US.TN.001	Anderson County	Anderson County
US.TN.005	Benton County	Benton County
US.TN.007	Bledsoe County	Bledsoe County
US.TN.009	Blount County	Blount County
US.TN.011	Bradley County	Bradley County
US.TN.015	Cannon County	Cannon County
US.TN.017	Carroll County	Carroll County
US.TN.019	Carter County	Carter County
US.TN.021	Cheatham County	Cheatham County
US.TN.023	Chester County	Chester County
US.TN.025	Claiborne County	Claiborne County
US.TN.027	Clay County	Clay County
US.TN.029	Cocke County	Cocke County
US.TN.031	Coffee County	Coffee County
US.TN.033	Crockett County	Crockett County
US.TN.035	Cumberland County	Cumberland County
US.TN.037	Davidson County	Davidson County
US.TN.041	DeKalb County	DeKalb County
US.TN.039	Decatur County	Decatur County
US.TN.043	Dickson County	Dickson County
US.TN.045	Dyer County	Dyer County
US.TN.047	Fayette County	Fayette County
US.TN.049	Fentress County	Fentress County
US.TN.051	Franklin County	Franklin County
US.TN.053	Gibson County	Gibson County
US.TN.055	Giles County	Giles County
US.TN.057	Grainger County	Grainger County
US.TN.059	Greene County	Greene County
US.TN.061	Grundy County	Grundy County
US.TN.063	Hamblen County	Hamblen County
US.TN.065	Hamilton County	Hamilton County
US.TN.067	Hancock County	Hancock County
US.TN.069	Hardeman County	Hardeman County
US.TN.071	Hardin County	Hardin County
US.TN.073	Hawkins County	Hawkins County
US.TN.075	Haywood County	Haywood County
US.TN.077	Henderson County	Henderson County
US.TN.079	Henry County	Henry County
US.TN.081	Hickman County	Hickman County
US.TN.083	Houston County	Houston County
US.TN.085	Humphreys County	Humphreys County
US.TN.087	Jackson County	Jackson County
US.TN.089	Jefferson County	Jefferson County
US.TN.091	Johnson County	Johnson County
US.TN.093	Knox County	Knox County
US.TN.095	Lake County	Lake County
US.TN.097	Lauderdale County	Lauderdale County
US.TN.099	Lawrence County	Lawrence County
US.TN.101	Lewis County	Lewis County
US.TN.103	Lincoln County	Lincoln County
US.TN.105	Loudon County	Loudon County
US.TN.111	Macon County	Macon County
US.TN.113	Madison County	Madison County
US.TN.115	Marion County	Marion County
US.TN.117	Marshall County	Marshall County
US.TN.119	Maury County	Maury County
US.TN.107	McMinn County	McMinn County
US.TN.109	McNairy County	McNairy County
US.TN.121	Meigs County	Meigs County
US.TN.123	Monroe County	Monroe County
US.TN.125	Montgomery County	Montgomery County
US.TN.127	Moore County	Moore County
US.TN.129	Morgan County	Morgan County
US.TN.131	Obion County	Obion County
US.TN.133	Overton County	Overton County
US.TN.135	Perry County	Perry County
US.TN.137	Pickett County	Pickett County
US.TN.139	Polk County	Polk County
US.TN.141	Putnam County	Putnam County
US.TN.143	Rhea County	Rhea County
US.TN.145	Roane County	Roane County
US.TN.147	Robertson County	Robertson County
US.TN.149	Rutherford County	Rutherford County
US.TN.151	Scott County	Scott County
US.TN.153	Sequatchie County	Sequatchie County
US.TN.155	Sevier County	Sevier County
US.TN.157	Shelby County	Shelby County
US.TN.159	Smith County	Smith County
US.TN.161	Stewart County	Stewart County
US.TN.163	Sullivan County	Sullivan County
US.TN.165	Sumner County	Sumner County
US.TN.167	Tipton County	Tipton County
US.TN.169	Trousdale County	Trousdale County
US.TN.171	Unicoi County	Unicoi County
US.TN.173	Union County	Union County
US.TN.175	Van Buren County	Van Buren County
US.TN.177	Warren County	Warren County
US.TN.179	Washington County	Washington County
US.TN.181	Wayne County	Wayne County
US.TN.183	Weakley County	Weakley County
US.TN.185	White County	White County
US.TN.187	Williamson County	Williamson County
US.TN.189	Wilson County	Wilson County
US.TX.001	Anderson County	Anderson County
US.TX.005	Angelina County	Angelina County
US.TX.007	Aransas County	Aransas County
US.TX.009	Archer County	Archer County
US.TX.013	Atascosa County	Atascosa County
US.TX.015	Austin County	Austin County
US.TX.019	Bandera County	Bandera County
US.TX.021	Bastrop County	Bastrop County
US.TX.023	Baylor County	Baylor County
US.TX.025	Bee County	Bee County
US.TX.027	Bell County	Bell County
US.TX.029	Bexar County	Bexar County
US.TX.031	Blanco County	Blanco County
US.TX.035	Bosque County	Bosque County
US.TX.037	Bowie County	Bowie County
US.TX.039	Brazoria County	Brazoria County
US.TX.041	Brazos County	Brazos County
US.TX.047	Brooks County	Brooks County
US.TX.049	Brown County	Brown County
US.TX.051	Burleson County	Burleson County
US.TX.053	Burnet County	Burnet County
US.TX.055	Caldwell County	Caldwell County
US.TX.057	Calhoun County	Calhoun County
US.TX.059	Callahan County	Callahan County
US.TX.061	Cameron County	Cameron County
US.TX.063	Camp County	Camp County
US.TX.067	Cass County	Cass County
US.TX.071	Chambers County	Chambers County
US.TX.073	Cherokee County	Cherokee County
US.TX.077	Clay County	Clay County
US.TX.083	Coleman County	Coleman County
US.TX.085	Collin County	Collin County
US.TX.089	Colorado County	Colorado County
US.TX.091	Comal County	Comal County
US.TX.093	Comanche County	Comanche County
US.TX.095	Concho County	Concho County
US.TX.097	Cooke County	Cooke County
US.TX.099	Coryell County	Coryell County
US.TX.113	Dallas County	Dallas County
US.TX.123	DeWitt County	DeWitt County
US.TX.119	Delta County	Delta County
US.TX.121	Denton County	Denton County
US.TX.127	Dimmit County	Dimmit County
US.TX.131	Duval County	Duval County
US.TX.133	Eastland County	Eastland County
US.TX.139	Ellis County	Ellis County
US.TX.143	Erath County	Erath County
US.TX.145	Falls County	Falls County
US.TX.147	Fannin County	Fannin County
US.TX.149	Fayette County	Fayette County
US.TX.155	Foard County	Foard County
US.TX.157	Fort Bend County	Fort Bend County
US.TX.159	Franklin County	Franklin County
US.TX.161	Freestone County	Freestone County
US.TX.163	Frio County	Frio County
US.TX.167	Galveston County	Galveston County
US.TX.171	Gillespie County	Gillespie County
US.TX.175	Goliad County	Goliad County
US.TX.177	Gonzales County	Gonzales County
US.TX.181	Grayson County	Grayson County
US.TX.183	Gregg County	Gregg County
US.TX.185	Grimes County	Grimes County
US.TX.187	Guadalupe County	Guadalupe County
US.TX.193	Hamilton County	Hamilton County
US.TX.197	Hardeman County	Hardeman County
US.TX.199	Hardin County	Hardin County
US.TX.201	Harris County	Harris County
US.TX.203	Harrison County	Harrison County
US.TX.207	Haskell County	Haskell County
US.TX.209	Hays County	Hays County
US.TX.213	Henderson County	Henderson County
US.TX.215	Hidalgo County	Hidalgo County
US.TX.217	Hill County	Hill County
US.TX.221	Hood County	Hood County
US.TX.223	Hopkins County	Hopkins County
US.TX.225	Houston County	Houston County
US.TX.231	Hunt County	Hunt County
US.TX.237	Jack County	Jack County
US.TX.239	Jackson County	Jackson County
US.TX.241	Jasper County	Jasper County
US.TX.245	Jefferson County	Jefferson County
US.TX.247	Jim Hogg County	Jim Hogg County
US.TX.249	Jim Wells County	Jim Wells County
US.TX.251	Johnson County	Johnson County
US.TX.253	Jones County	Jones County
US.TX.255	Karnes County	Karnes County
US.TX.257	Kaufman County	Kaufman County
US.TX.259	Kendall County	Kendall County
US.TX.261	Kenedy County	Kenedy County
US.TX.265	Kerr County	Kerr County
US.TX.267	Kimble County	Kimble County
US.TX.273	Kleberg County	Kleberg County
US.TX.275	Knox County	Knox County
US.TX.283	La Salle County	La Salle County
US.TX.277	Lamar County	Lamar County
US.TX.281	Lampasas County	Lampasas County
US.TX.285	Lavaca County	Lavaca County
US.TX.287	Lee County	Lee County
US.TX.289	Leon County	Leon County
US.TX.291	Liberty County	Liberty County
US.TX.293	Limestone County	Limestone County
US.TX.297	Live Oak County	Live Oak County
US.TX.299	Llano County	Llano County
US.TX.313	Madison County	Madison County
US.TX.315	Marion County	Marion County
US.TX.319	Mason County	Mason County
US.TX.321	Matagorda County	Matagorda County
US.TX.307	McCulloch County	McCulloch County
US.TX.309	McLennan County	McLennan County
US.TX.311	McMullen County	McMullen County
US.TX.325	Medina County	Medina County
US.TX.327	Menard County	Menard County
US.TX.331	Milam County	Milam County
US.TX.333	Mills County	Mills County
US.TX.337	Montague County	Montague County
US.TX.339	Montgomery County	Montgomery County
US.TX.343	Morris County	Morris County
US.TX.347	Nacogdoches County	Nacogdoches County
US.TX.349	Navarro County	Navarro County
US.TX.351	Newton County	Newton County
US.TX.355	Nueces County	Nueces County
US.TX.361	Orange County	Orange County
US.TX.363	Palo Pinto County	Palo Pinto County
US.TX.365	Panola County	Panola County
US.TX.367	Parker County	Parker County
US.TX.373	Polk County	Polk County
US.TX.379	Rains County	Rains County
US.TX.385	Real County	Real County
US.TX.387	Red River County	Red River County
US.TX.391	Refugio County	Refugio County
US.TX.395	Robertson County	Robertson County
US.TX.397	Rockwall County	Rockwall County
US.TX.399	Runnels County	Runnels County
US.TX.401	Rusk County	Rusk County
US.TX.403	Sabine County	Sabine County
US.TX.405	San Augustine County	San Augustine County
US.TX.407	San Jacinto County	San Jacinto County
US.TX.409	San Patricio County	San Patricio County
US.TX.411	San Saba County	San Saba County
US.TX.417	Shackelford County	Shackelford County
US.TX.419	Shelby County	Shelby County
US.TX.423	Smith County	Smith County
US.TX.425	Somervell County	Somervell County
US.TX.427	Starr County	Starr County
US.TX.429	Stephens County	Stephens County
US.TX.439	Tarrant County	Tarrant County
US.TX.441	Taylor County	Taylor County
US.TX.447	Throckmorton County	Throckmorton County
US.TX.449	Titus County	Titus County
US.TX.453	Travis County	Travis County
US.TX.455	Trinity County	Trinity County
US.TX.457	Tyler County	Tyler County
US.TX.459	Upshur County	Upshur County
US.TX.463	Uvalde County	Uvalde County
US.TX.467	Van Zandt County	Van Zandt County
US.TX.469	Victoria County	Victoria County
US.TX.471	Walker County	Walker County
US.TX.473	Waller County	Waller County
US.TX.477	Washington County	Washington County
US.TX.479	Webb County	Webb County
US.TX.481	Wharton County	Wharton County
US.TX.485	Wichita County	Wichita County
US.TX.487	Wilbarger County	Wilbarger County
US.TX.489	Willacy County	Willacy County
US.TX.491	Williamson County	Williamson County
US.TX.493	Wilson County	Wilson County
US.TX.497	Wise County	Wise County
US.TX.499	Wood County	Wood County
US.TX.503	Young County	Young County
US.TX.505	Zapata County	Zapata County
US.TX.507	Zavala County	Zavala County
US.VA.001	Accomack County	Accomack County
US.VA.003	Albemarle County	Albemarle County
US.VA.510	City of Alexandria	City of Alexandria
US.VA.005	Alleghany County	Alleghany County
US.VA.007	Amelia County	Amelia County
US.VA.009	Amherst County	Amherst County
US.VA.011	Appomattox County	Appomattox County
US.VA.013	Arlington County	Arlington County
US.VA.015	Augusta County	Augusta County
US.VA.017	Bath County	Bath County
US.VA.019	Bedford County	Bedford County
US.VA.021	Bland County	Bland County
US.VA.023	Botetourt County	Botetourt County
US.VA.520	City of Bristol	City of Bristol
US.VA.025	Brunswick County	Brunswick County
US.VA.027	Buchanan County	Buchanan County
US.VA.029	Buckingham County	Buckingham County
US.VA.530	City of Buena Vista	City of Buena Vista
US.VA.031	Campbell County	Campbell County
US.VA.033	Caroline County	Caroline County
US.VA.035	Carroll County	Carroll County
US.VA.036	Charles City County	Charles City County
US.VA.037	Charlotte County	Charlotte County
US.VA.540	City of Charlottesville	City of Charlottesville
US.VA.550	City of Chesapeake	City of Chesapeake
