index,person,signature,factoid,year,note,sentiment
11404,"Mack, Martin.","118,1",Coming from Bethlehem,1754,,NEUTRAL
11405,"Mack, Martin.","118,1",Ready to go to Wyoming,1754,,POSITIVE
11406,"Mack, Martin.","118,1",Leaving,1754,,NEUTRAL
11407,"Mack, Martin.","117,2",To Bethlehem for consultations,1751,,NEUTRAL
11408,"Mack, Martin.","117,2",Pastoral conversation,1751,,NEUTRAL
11409,"Mack, Martin.","117,2",Dilatory answer to a request for residency,1751,,NEUTRAL
11410,"Mack, Martin.","117,2",House-to-house calling,1751,,NEUTRAL
11411,"Mack, Martin.","117,2",Expedition to the upper Lehigh R.,1751,,NEUTRAL
11412,"Mack, Martin.","115,10",Grateful for goods received before winter,1760,,POSITIVE
11413,"Mack, Martin.","115,10",Making tar for cobbler's work,1760,,NEUTRAL
11414,"Mack, Martin.","115,10",Mending shoes,1760,,NEUTRAL
11415,"Mack, Martin.","115,10",Repairing saddle and bridle,1760,,NEUTRAL
11416,"Mack, Martin.","115,10",Doing repair work on his house,1760,,NEUTRAL
11417,"Mack, Martin.","115,10",Feeling lack of support by membership,1761,,POSITIVE
11418,"Mack, Martin.","121,6",Memory of a boat accident,1753,,NEGATIVE
11419,"Mack, Martin.","112,10",Journey from Shekomeko to Bethlehem,1745,,NEUTRAL
11420,"Mack, Martin.","112,10",Arrest at Esopus,1745,,NEGATIVE
11421,"Mack, Martin.","112,10",Refusing to act against his conscience,1745,,NEGATIVE
11422,"Mack, Martin.","117,1",Visiting at Gnadenwinkel,1750,,NEUTRAL
11423,"Mack, Martin.","117,1",Conference on personal matters,1750,,POSITIVE
11424,"Mack, Martin.","117,1",To Bethlehem for consultation,1750,,NEUTRAL
11425,"Mack, Martin.","117,1",Speaking in preparation to communion,1750,,NEUTRAL
11426,"Mack, Martin.","117,1",Early work at Shekomeko remembered,1750,,NEUTRAL
11427,"Mack, Martin.","118,1",To Bethlehem for consultation,1754,,NEUTRAL
11428,"Mack, Martin.","118,1",Greeted on his 40th birthday,1754,,POSITIVE
11429,"Mack, Martin.","118,1",To Bethlehem to see Spangenberg,1754,,NEUTRAL
11430,"Mack, Martin.","118,1",Close to dying Jophta,1754,,NEUTRAL
11431,"Mack, Martin.","118,1",Assigning farm plots to new residents,1754,,NEUTRAL
11432,"Mack, Martin.","118,1",Coming from Nazareth,1754,,NEUTRAL
11433,"Mack, Martin.","115,11",Getting his corn hoed by the Indians,1761,,NEUTRAL
11434,"Mack, Martin.","115,11",Anniversary of his departure for Bethlehem,1761,,NEUTRAL
11435,"Mack, Martin.","115,11",Going to see the Gambolds,1761,,NEUTRAL
11436,"Mack, Martin.","115,11",Seeing old friends at New Milford,1761,,POSITIVE
11437,"Mack, Martin.","115,11",Sick with dysentery,1761,,NEGATIVE
11438,"Mack, Martin.","117,1",Hearing report on spiritual desires of Meniolagamegack members,1750,,NEUTRAL
11439,"Mack, Martin.","117,1",House-call,1750,,NEUTRAL
11440,"Mack, Martin.","117,1",Trip to Bethlehem,1750,,NEUTRAL
11441,"Mack, Martin.","117,1",Returning,1750,,NEUTRAL
11442,"Mack, Martin.","117,1",Personal interview,1750,,NEUTRAL
11443,"Mack, Martin.","118,4",Reporting on experiences at Pachgetgoch,1755,,NEUTRAL
11444,"Mack, Martin.","118,4",Conversation with Paxnous and Abraham,1755,,NEUTRAL
11445,"Mack, Martin.","118,4",Visiting the houses of the Indians,1755,,NEUTRAL
11446,"Mack, Martin.","118,5",To Bethlehem for consultation No. 5,1755,,NEUTRAL
11447,"Mack, Martin.","118,5",Expected to return from Pachgatgoch No. 10,1755,,NEUTRAL
11448,"Mack, Martin.","117,1",Trying to find a way to cross the river,1750,,NEUTRAL
11449,"Mack, Martin.","117,1","Remembered by Paulus, former ""Big Jacob""",1750,,NEUTRAL
11450,"Mack, Martin.","117,2",Hearing report of spiritual conversation among Indians,1751,,NEUTRAL
11451,"Mack, Martin.","117,2",Visit at Bethlehem,1751,,NEUTRAL
11452,"Mack, Martin.","116,4",Expected to come to Gnadenhutten,1748,,NEUTRAL
11453,"Mack, Martin.","116,4",Commissioned to take Rauch's place,1748,,NEUTRAL
11454,"Mack, Martin.","116,4",Arriving,1748,,NEUTRAL
11455,"Mack, Martin.","115,11",Anniversary of his arrival at Pachgatgoch,1761,,NEUTRAL
11456,"Mack, Martin.","115,11",Strong declaration in the interest of public order,1761,,POSITIVE
11457,"Mack, Martin.","115,11",Father of Anna Rosina,1761,,NEUTRAL
11458,"Mack, Martin.","115,11",Strong appeal to the leaders of the congregation,1761,,POSITIVE
11459,"Mack, Martin.","111,8",Abject apologies for using a horse No. 2,1743,,NEUTRAL
11460,"Mack, Martin.","111,8",Ref. No. 3,1743,,NEUTRAL
11461,"Mack, Martin.","111,8",Accused of attaching the Indians to his person No. 4,1743,,NEGATIVE
11462,"Mack, Martin.","111,8",Fearless in spite of danger and difficulties in New England No. 5,1743,,NEGATIVE
11463,"Mack, Martin.","111,8","Imprisonment at Milford, Conn. No. 6",1743,,NEUTRAL
11464,"Mack, Martin.","111,8",Ref. No. 7,1743,,NEUTRAL
11465,"Mack, Martin.","111,8","Folder 4-B; Arrested, examined at New Milford",1743,,NEGATIVE
11466,"Mack, Martin.","111,8",Examined at Milford,1743,,NEUTRAL
11467,"Mack, Martin.","111,1",To have Shaw as schoolmaster at Pachgatgoch,1743,,NEUTRAL
11468,"Mack, Martin.","111,1",Arrested,1743,,NEGATIVE
11469,"Mack, Martin.","111,1",Arriving at Shekomeko,1743,,NEUTRAL
11470,"Mack, Martin.","111,8",Writer of two letters to Seidel,1743,,NEUTRAL
11471,"Mack, Martin.","111,4-A",Pyrlaeus' companion on journey to Connecticut,1743,,NEUTRAL
11472,"Mack, Martin.","111,4-A",Arrested and questioned,1743,,NEGATIVE
11473,"Mack, Martin.","111,4-A","Friendly relations with Graham, New Lights minister",1743,,POSITIVE
11474,"Mack, Martin.","111,4-A",Examined at Milford,1743,,NEUTRAL
11475,"Mack, Martin.","111,4-A",Dismissed under bond,1743,,NEUTRAL
11476,"Mack, Martin.","116,5",Preparation for Sabbath activities,1749,,NEUTRAL
11477,"Mack, Martin.","116,5",Consulted on the future of a young Indian,1749,,NEUTRAL
11478,"Mack, Martin.","116,5",To have conference with Cammerhoff,1749,,NEUTRAL
11479,"Mack, Martin.","116,5",To Menewulakamike for a funeral,1749,,NEGATIVE
11480,"Mack, Martin.","116,5",Selecting a Christian burial ground,1749,,NEUTRAL
11481,"Mack, Martin.","116,1",Out to find millstones,1747,,NEUTRAL
11482,"Mack, Martin.","116,1",In conference with Mary Spangenberg and Seidel,1747,,NEUTRAL
11483,"Mack, Martin.","116,1",Looking for a place for new settlers,1747,,NEUTRAL
11484,"Mack, Martin.","116,1",Conference with Mary Spangenberg,1747,,NEUTRAL
11485,"Mack, Martin.","116,1",Singular experience in his married life,1747,,NEUTRAL
11486,"Mack, Martin.","116,1",Involved in the problems of Abraham's family,1747,,NEGATIVE
11487,"Mack, Martin.","116,1",Serious talk with an obstinate member,1747,,NEGATIVE
11488,"Mack, Martin.","116,1",Trouble with Nathanael,1747,,NEGATIVE
11489,"Mack, Martin.","116,1",Conference on pastoral problems,1747,,NEGATIVE
11490,"Mack, Martin.","116,1",Id.,1747,,NEUTRAL
11491,"Mack, Martin.","115,11",Anxious to send reports to Bethlehem,1761,,NEGATIVE
11492,"Mack, Martin.","115,11",Quiet celebration of Married People's Festival,1761,,POSITIVE
11493,"Mack, Martin.","115,11",Saluted by former friends at Stockbridge,1761,,POSITIVE
11494,"Mack, Martin.","115,11",Pastoral interview,1761,,NEUTRAL
11495,"Mack, Martin.","115,11",Interview with Josua,1761,,NEUTRAL
11496,"Mack, Martin.","115,11",Approached about a membership certificate,1761,,NEUTRAL
11497,"Mack, Martin.","115,11",Mistreatment in 1743 mentioned,1761,,NEUTRAL
11498,"Mack, Martin.","115,11",Trip to Sichem,1761,,NEUTRAL
11499,"Mack, Martin.","115,11",Not responding to suggestion of pulpit exchange,1761,,NEUTRAL
11500,"Mack, Martin.","111,2",Under arrest at Milford,1743,,NEGATIVE
11501,"Mack, Martin.","111,2",Folder 4-B; Bound by penalty to keep the laws of Connecticut,1743,,NEGATIVE
11502,"Mack, Martin.","111,2","Receiving information on the legal situation of ministers in Conn,",1743,,POSITIVE
11503,"Mack, Martin.","111,3",Preaching at Potatik,1743,,NEUTRAL
11504,"Mack, Martin.","111,3",Journey to Pachgatgoch,1743,,NEUTRAL
11505,"Mack, Martin.","111,1",Short trip to Pachgatgoch,1743,,NEUTRAL
11506,"Mack, Martin.","111,1",Ref.,1743,,NEUTRAL
11507,"Mack, Martin.","111,1",Expected to assist in Shekomeko work,1743,,NEUTRAL
11508,"Mack, Martin.","117,1",Going to the Bethlehem synod,1750,,NEUTRAL
11509,"Mack, Martin.","117,1",Serving communion at Meniolagamegock,1750,,NEUTRAL
11510,"Mack, Martin.","117,1",Burial service at Meniolagamegock,1750,,NEUTRAL
11511,"Mack, Martin.","117,1",House-to-house calling,1750,,NEUTRAL
11512,"Mack, Martin.","117,1",Visiting scattered members at their hunting lodges,1750,,NEUTRAL
11513,"Mack, Martin.","121,10",Journey to Onondaga ment. No. 12 4/5/,1749,,NEUTRAL
11514,"Mack, Martin.","117,3",Expected back to meet visitors,1752,,NEUTRAL
11515,"Mack, Martin.","117,3",Returning to Gnadenhutten,1752,,NEUTRAL
11516,"Mack, Martin.","117,3",Going to Bethlehem,1752,,NEUTRAL
11517,"Mack, Martin.","117,3",Temporarily replaced by Nath. Seidel,1752,,NEUTRAL
11518,"Mack, Martin.","117,3",Remembered on his journey to Onondaga,1752,,NEUTRAL
11519,"Mack, Martin.","116,7",Making provision for persons prevented from attending the lovefeast,1750,,POSITIVE
11520,"Mack, Martin.","116,7",Honored with a lovefeast on his birthday,1750,,POSITIVE
11521,"Mack, Martin.","116,7",Going to Bethlehem,1750,,NEUTRAL
11522,"Mack, Martin.","116,7",Impressed by the opportunities for Christian work at Meniolagomeka,1750,,POSITIVE
11523,"Mack, Martin.","116,7",Describing attitude of Tadeuscont,1750,,NEUTRAL
11524,"Mack, Martin.","116,7",To Meniolagomeka for communion service,1750,,NEUTRAL
11525,"Mack, Martin.","116,7",Conference with Cammerhoff,1750,,NEUTRAL
11526,"Mack, Martin.","116,7","Baptism of Tadeuscont's wife, Elisabeth",1750,,NEUTRAL
11527,"Mack, Martin.","116,7",Inspecting recently bought land,1750,,NEUTRAL
11528,"Mack, Martin.","117,3",Exploration trip to the upper Lehigh River,1752,,POSITIVE
11529,"Mack, Martin.","117,3",Performing blood letting,1752,,NEUTRAL
11530,"Mack, Martin.","117,3",Going to Bethlehem,1752,,NEUTRAL
11531,"Mack, Martin.","117,3",Floating lumber,1752,,NEUTRAL
11532,"Mack, Martin.","117,3",Hearing report of delegation back from Wyoming,1752,,NEUTRAL
11533,"Mack, Martin.","117,1",To Bethlehem,1750,,NEUTRAL
11534,"Mack, Martin.","117,1",Sending Johannes back home,1750,,NEUTRAL
11535,"Mack, Martin.","117,1",Leaving for Bethlehem,1750,,NEUTRAL
11536,"Mack, Martin.","117,1",Performing a baptism at Meniolagomegak,1750,,NEUTRAL
11537,"Mack, Martin.","117,1",Well attended service at Meniol.,1750,,POSITIVE
11538,"Mack, Martin.","111,3",Second journey to New England,1743,,NEUTRAL
11539,"Mack, Martin.","111,3",Friendly reception by New England minister,1743,,POSITIVE
11540,"Mack, Martin.","111,8",Ref. No. 1,1743,,NEUTRAL
11541,"Mack, Martin.","111,1",Chosen to stay at Pachgatgoch,1743,,NEUTRAL
11542,"Mack, Martin.","111,1",Leaving,1743,,NEUTRAL
11543,"Mack, Martin.","111,3",Able to handle a fierce enemy,1743,,NEGATIVE
11544,"Mack, Martin.","111,3",Sharing huts and meals of the Indians,1743,,POSITIVE
11545,"Mack, Martin.","111,3",Chopping wood for his Indians hosts,1743,,NEUTRAL
11546,"Mack, Martin.","111,3",Friendly relation with Methodist minister (see Graham),1743,,POSITIVE
11547,"Mack, Martin.","111,3",Returning to Shekomeko,1743,,NEUTRAL
11548,"Mack, Martin.","121,4",Inquiry about Canachragejat's family,1748,,NEUTRAL
11549,"Mack, Martin.","121,4",Working on Shikellimy's fence,1748,,NEUTRAL
11550,"Mack, Martin.","125,1",Conducting funeral south of Lehigh R.,1758,,NEGATIVE
11551,"Mack, Martin.","125,1",Visited by Tadeuskund,1758,,NEUTRAL
11552,"Mack, Martin.","125,1",Visiting Indians across the Lehigh R.,1758,,NEUTRAL
11553,"Mack, Martin.","125,1",Spiritual advice to Zachaeus,1758,,NEUTRAL
11554,"Mack, Martin.","125,1",Greeting Tedeuskund after his return,1758,,POSITIVE
11555,"Mack, Martin.","125,1",Visited by Tadeuskund,1758,,NEUTRAL
11556,"Mack, Martin.","111,2",Journey to Boston and Rhode Island,1743,,NEUTRAL
11557,"Mack, Martin.","111,1",Going to New England,1743,,NEUTRAL
11558,"Mack, Martin.","111,1",Reporting on meager results of journey,1743,,NEUTRAL
11559,"Mack, Martin.","111,1",Escorting Seiffert,1743,,NEUTRAL
11560,"Mack, Martin.","111,1",Wedding anniversary,1743,,NEUTRAL
11561,"Mack, Martin.","111,3",Teaching found blameless by examining ministers,1743,,POSITIVE
11562,"Mack, Martin.","111,3",Questioned by High Church minister,1743,,NEGATIVE
11563,"Mack, Martin.","111,1",Writing from Pachgatgoch,1743,,NEUTRAL
11564,"Mack, Martin.","111,1",Coming to Shekomeko,1743,,NEUTRAL
11565,"Mack, Martin.","111,1",Going to New England,1743,,NEUTRAL
11566,"Mack, Martin.","111,1",Farm work,1744,,NEUTRAL
11567,"Mack, Martin.","111,1",Ref.,1744,,NEUTRAL
11568,"Mack, Martin.","111,1",Representing the mission in court at Poughkeepsie,1744,,NEUTRAL
11569,"Mack, Martin.","111,1",Returning,1744,,NEUTRAL
11570,"Mack, Martin.","116,7",Asked to accompany Cammerhoff to Wyoming,1750,,NEUTRAL
11571,"Mack, Martin.","116,7",Returning from Wyoming,1750,,NEUTRAL
11572,"Mack, Martin.","116,7",Reporting,1750,,NEUTRAL
11573,"Mack, Martin.","116,7",Staking out building lots,1750,,NEUTRAL
11574,"Mack, Martin.","116,7",Considering application for residence,1750,,NEUTRAL
11575,"Mack, Martin.","116,5",Taking a delegation to Monuallagomegok,1749,,NEUTRAL
11576,"Mack, Martin.","116,5",To Bethlehem for a conference,1749,,NEUTRAL
11577,"Mack, Martin.","116,5",Pastoral interview,1749,,NEUTRAL
11578,"Mack, Martin.","116,5",Performing blood-letting,1749,,NEUTRAL
11579,"Mack, Martin.","116,5",Interview with visitors,1749,,NEUTRAL
11580,"Mack, Martin.","116,5",Trip to Bethlehem,1749,,NEUTRAL
11581,"Mack, Martin.","131,7",Correspondent,1770,,NEUTRAL
11582,"Mack, Martin.","131,8",Baptized Benjamin (1749),1771,,NEUTRAL
11583,"Mack, Martin.","131,1","Baptized Magdalena, Gnadenhutten (M.) 1751",1765,,NEUTRAL
11584,"Mack, Martin.","131,1","Baptized Anton, 1760",1765,,NEUTRAL
11585,"Mack, Martin.","131,6","Baptized Anna, Schekomeco, 1743",1769,,NEUTRAL
11586,"Mack, Martin.","127,2",Ref.,1764,,NEUTRAL
11587,"Mack, Martin.","127,2",Ref.,1764,,NEUTRAL
11588,"Mack, Martin.","127,2",Early work at Shekomeko remembered,1764,,NEUTRAL
11589,"Mack, Martin.","127,2",Remembered,1764,,NEUTRAL
11590,"Mack, Martin.","127,2",Rememb. for baptizing Issac,1764,,NEUTRAL
11591,"Mack, Martin.","125,3",Ready to leave Nain,1762,,POSITIVE
11592,"Mack, Martin.","125,3",Ref.,1762,,NEUTRAL
11593,"Mack, Martin.","115,12",Destined to work at St. Thomas,1762,,NEUTRAL
11594,"Mack, Martin.","115,12",Departure to St. Thomas reported,1762,,NEUTRAL
11595,"Mack, Martin.","115,12",Departure from New York mentioned,1762,,NEUTRAL
11596,"Mack, Martin.","115,12",Ref.,1762,,NEUTRAL
11597,"Mack, Martin.","111,4A",His leaving deplored by Indian friends,1743,,POSITIVE
11598,"Mack, Martin.","111,4A",Continuation of his services at Pachgatgoch denied,1743,,NEGATIVE
11599,"Mack, Martin.","111,4A",Expected to return to Shekomeko,1743,,NEUTRAL
11600,"Mack, Martin.","111,1",Hurting his leg,1743,,NEGATIVE
11601,"Mack, Martin.","117,3",Meeting Spangenberg at Meniolagomekah,1752,,NEUTRAL
11602,"Mack, Martin.","117,3",Hearing of the results of daily visiting,1752,,NEUTRAL
11603,"Mack, Martin.","117,3",Giving first aid in an accident,1752,,NEGATIVE
11604,"Mack, Martin.","117,3",Dispatching a letter to the doctor,1752,,NEUTRAL
11605,"Mack, Martin.","117,3",Receiving James into the church,1752,,NEUTRAL
11606,"Mack, Martin.","112,2",Reason for his long stay sought,1744,,NEUTRAL
11607,"Mack, Martin.","112,4",Journey to New England mentioned,1744,,NEUTRAL
11608,"Mack, Martin.","112,6",Ref. No. 9,1744,,NEUTRAL
11609,"Mack, Martin.","115,11",Remembering his reception into the Moravian Church,1761,,NEUTRAL
11610,"Mack, Martin.","115,11",Interview with Josua,1761,,NEUTRAL
11611,"Mack, Martin.","115,11",Presented with a load of firewood,1762,,NEUTRAL
11612,"Mack, Martin.","115,11",Wedding anniversary,1762,,NEUTRAL
11613,"Mack, Martin.","115,11",Called to Bethlehem,1762,,NEUTRAL
11614,"Mack, Martin.","115,11",Farewell visit at Sichem,1762,,NEUTRAL
11615,"Mack, Martin.","116,5",Planning journey to Schamokin with Zeisberger,1749,,NEUTRAL
11616,"Mack, Martin.","116,5",Trying to start the sawmill,1749,,NEUTRAL
11617,"Mack, Martin.","116,5",Conducting school,1749,,NEUTRAL
11618,"Mack, Martin.","116,5",Recalling experiences on journey to the Susquehanna,1749,,NEUTRAL
11619,"Mack, Martin.","116,5",Sympathetic attitude toward a failing brother,1749,,NEUTRAL
11620,"Mack, Martin.","116,5",Reading the passion story to Jonathan,1749,,POSITIVE
11621,"Mack, Martin.","116,5",Remembering communion service at Shamokin,1749,,NEUTRAL
11622,"Mack, Martin.","116,5",Preparing for trip to the synod,1749,,NEUTRAL
11623,"Mack, Martin.","116,5",Returning,1749,,NEUTRAL
11624,"Mack, Martin.","116,5",Discussing economic problems,1749,,NEGATIVE
11625,"Mack, Martin.","116,5",Working on a covering for his collar,1749,,NEUTRAL
11626,"Mack, Martin.","116,5",To Bethlehem to see Watteville,1749,,NEUTRAL
11627,"Mack, Martin.","116,5",Ref.,1749,,NEUTRAL
11628,"Mack, Martin.","116,5",Planning trip to Melalolamekok,1749,,NEUTRAL
11629,"Mack, Martin.","116,5",Long interview with visiting captain,1749,,NEUTRAL
11630,"Mack, Martin.","116,5",Trip to Bethlehem,1749,,NEUTRAL
11631,"Mack, Martin.","116,5",Returning from Monulellagomekok,1749,,NEUTRAL
11632,"Mack, Martin.","115,2",Arriving at Pachgatgoch as visitor,1754,,NEUTRAL
11633,"Mack, Martin.","115,2",Explaining the purpose of his visitation,1754,,NEUTRAL
11634,"Mack, Martin.","115,2",Conducting services,1754,,NEUTRAL
11635,"Mack, Martin.","111,1",With family arriving at Shekomeko,1744,,NEUTRAL
11636,"Mack, Martin.","111,1",Observing an anniversary,1744,,NEUTRAL
11637,"Mack, Martin.","111,1",Plowing,1744,,NEUTRAL
11638,"Mack, Martin.","116,6",Pastoral conversation,1749,,NEUTRAL
11639,"Mack, Martin.","116,6",Visiting,1749,,NEUTRAL
11640,"Mack, Martin.","116,6",Escorting the Cammerhoffs,1749,,NEUTRAL
11641,"Mack, Martin.","116,6",Pastoral calling,1749,,NEUTRAL
11642,"Mack, Martin.","116,6",Favorably impressed by spiritual conditions,1749,,POSITIVE
11643,"Mack, Martin.","117,3",To Bethlehem for conference,1752,,NEUTRAL
11644,"Mack, Martin.","117,3",Visited by Benjamin Nutumer,1752,,NEUTRAL
11645,"Mack, Martin.","117,3",Entertaining Nanticoke visitors,1752,,POSITIVE
11646,"Mack, Martin.","117,3",Hearing complaints about famine among the Nanticokes,1752,,NEGATIVE
11647,"Mack, Martin.","117,3",Trip to Bethlehem,1752,,NEUTRAL
11648,"Mack, Martin.","117,3",To Bethlehem for a conference,1751,,NEUTRAL
11649,"Mack, Martin.","117,3",Rec. letter from Spangenberg,1751,,NEUTRAL
11650,"Mack, Martin.","117,3",To Bethlehem to see Spangenberg,1751,,NEUTRAL
11651,"Mack, Martin.","117,3",Visiting on the eastside of the river,1751,,NEUTRAL
11652,"Mack, Martin.","117,3",Attending the synod at Bethlehem,1751,,NEUTRAL
11653,"Mack, Martin.","117,3",Returning from the synod,1751,,NEUTRAL
11654,"Mack, Martin.","117,2",Trying to answer a peculiar theological question,1751,,POSITIVE
11655,"Mack, Martin.","117,2",Pastoral interview,1751,,NEUTRAL
11656,"Mack, Martin.","117,2",Searching questions on the spiritual life of a brother,1751,,NEUTRAL
11657,"Mack, Martin.","117,2",Conference with Dr. Otto,1751,,NEUTRAL
11658,"Mack, Martin.","117,2",Pastoral interviews till late into the night,1751,,NEUTRAL
11659,"Mack, Martin.","117,2",Imparting blessing upon a first communicant,1751,,POSITIVE
11660,"Mack, Martin.","117,2",Promising a visit at Wyoming,1751,,POSITIVE
11661,"Mack, Martin.","117,2",Visiting at Meniolagomekah,1751,,NEUTRAL
11662,"Mack, Martin.","117,2",Pastoral conversation with Paulus,1751,,NEUTRAL
11663,"Mack, Martin.","117,2",Recalling missionary efforts in the Susquehanna valley,1751,,NEUTRAL
11664,"Mack, Martin.","117,2",Performing bloodletting,1751,,NEUTRAL
11665,"Mack, Martin.","121,3",Awaiting return of his colleagues,1747,,NEUTRAL
11666,"Mack, Martin.","121,3",Trip to recover Shikellimy's canoe,1747,,NEUTRAL
11667,"Mack, Martin.","121,3",Cold night on a river island,1747,,NEUTRAL
11668,"Mack, Martin.","121,3",Conversation with Anton Schmidt,1747,,NEUTRAL
11669,"Mack, Martin.","121,3",Building a coal-shed,1747,,NEUTRAL
11670,"Mack, Martin.","121,3",Present of turnips for Shikellimy,1747,,NEUTRAL
11671,"Mack, Martin.","121,3",House-calls,1747,,NEUTRAL
11672,"Mack, Martin.","121,3",Soling shoes,1747,,NEUTRAL
11673,"Mack, Martin.","121,3",Letter from Conrad Weiser,1747,,NEUTRAL
11674,"Mack, Martin.","121,3",His preaching at Shekomeko remembered,1747,,NEUTRAL
11675,"Mack, Martin.","121,3",Turnips for Shikellimy,1747,,NEUTRAL
11676,"Mack, Martin.","121,3",Visiting his friends,1747,,POSITIVE
11677,"Mack, Martin.","116,7",Important conference on affairs at Gnadenhutten and Meniolagomeka,1750,,POSITIVE
11678,"Mack, Martin.","116,7",Measuring land for expected newcomers,1750,,NEUTRAL
11679,"Mack, Martin.","116,7",Visiting his people,1750,,NEUTRAL
11680,"Mack, Martin.","116,7",Announcing trip to Bethlehem,1750,,NEUTRAL
11681,"Mack, Martin.","116,7",Pastoral interviews,1750,,NEUTRAL
11682,"Mack, Martin.","116,6",Pastoral calling,1749,,NEUTRAL
11683,"Mack, Martin.","116,6",To Bethlehem for a visit,1749,,NEUTRAL
11684,"Mack, Martin.","116,6",Sick-calls,1749,,NEUTRAL
11685,"Mack, Martin.","116,6",To Bethlehem,1749,,NEUTRAL
11686,"Mack, Martin.","116,6",Sick-calls,1749,,NEUTRAL
11687,"Mack, Martin.","116,6",To Bethlehem for consultation,1749,,NEUTRAL
11688,"Mack, Martin.","116,5",Returning with Cammerhoff,1749,,NEUTRAL
11689,"Mack, Martin.","116,5",Carpenter work for an Indian brother,1749,,NEUTRAL
11690,"Mack, Martin.","116,6",Interviews,1749,,NEUTRAL
11691,"Mack, Martin.","116,6",Reporting serious illness of his wife,1749,,NEGATIVE
11692,"Mack, Martin.","116,6",Last conversation with Jannetje,1749,,NEUTRAL
11693,"Mack, Martin.","116,6",Missed by his dying wife,1749,,NEGATIVE
11694,"Mack, Martin.","116,6",Losing his wife,1749,,NEGATIVE
11695,"Mack, Martin.","116,6",Describing his wife's funeral,1749,,NEGATIVE
11696,"Mack, Martin.","116,6",Anniversary of his arrival at Gnadenhutten,1749,,NEUTRAL
11697,"Mack, Martin.","116,6",To Bethlehem,1749,,NEUTRAL
11698,"Mack, Martin.","116,6",Explaining his attitude in a question of baptism,1749,,NEUTRAL
11699,"Mack, Martin.","116,6",Moving into the new Gemeinhaus,1749,,NEUTRAL
11700,"Mack, Martin.","121,5",Returning from Shamokin,1749,,NEUTRAL
11701,"Mack, Martin.","121,5",Welcomed by the Indians,1749,,POSITIVE
11702,"Mack, Martin.","121,5",Trying to start the sawmill,1749,,NEUTRAL
11703,"Mack, Martin.","121,5",Going to Bethlehem,1749,,NEUTRAL
11704,"Mack, Martin.","121,5",Crossing the Lehigh R. with great difficulty,1749,,POSITIVE
11705,"Mack, Martin.","121,5",Arriving at Shamokin,1749,,NEUTRAL
11706,"Mack, Martin.","121,5",Conference with Rauch,1749,,NEUTRAL
11707,"Mack, Martin.","121,5",Conference with leading Indians,1749,,NEUTRAL
11708,"Mack, Martin.","121,5",Returning,1749,,NEUTRAL
11709,"Mack, Martin.","117,3",Reporting on events at Bethlehem,1752,,NEUTRAL
11710,"Mack, Martin.","117,3",Pastoral interview,1752,,NEUTRAL
11711,"Mack, Martin.","117,3",Medicine for a sick Negro slave,1752,,NEGATIVE
11712,"Mack, Martin.","117,3",Entertaining Pantes Nutumer for breakfast,1752,,POSITIVE
11713,"Mack, Martin.","117,3",In need of translator for interview in Mohican,1752,,NEUTRAL
11714,"Mack, Martin.","117,3",Pastoral interviews,1752,,NEUTRAL
11715,"Mack, Martin.","117,3",Consulted on the future of Jo Peepe's daughter,1752,,NEUTRAL
11716,"Mack, Martin.","117,3",Pastoral advice,1752,,NEUTRAL
11717,"Mack, Martin.","117,3",House-calls,1752,,NEUTRAL
11718,"Mack, Martin.","117,3",Trip to Bethlehem for a baptism,1752,,NEUTRAL
11719,"Mack, Martin.","112,2",Criticized for sticking in Bethlehem too long,1744,,NEGATIVE
11720,"Mack, Martin.","114,6",Letter to the Pachgatgoch Christians,1752,,NEUTRAL
11721,"Mack, Martin.","114,7",Public report of his experiences among the Six Nations,1752,,NEUTRAL
11722,"Mack, Martin.","114,7",Planning to return via New York,1752,,NEUTRAL
11723,"Mack, Martin.","114,7",Leaving,1752,,NEUTRAL
11724,"Mack, Martin.","116,6",Conference with Shebosch,1749,,NEUTRAL
11725,"Mack, Martin.","116,6",Pastoral interview,1749,,NEUTRAL
11726,"Mack, Martin.","116,6",Entertaining Captain Aaron from Westenhook,1749,,POSITIVE
11727,"Mack, Martin.","116,6",To Bethlehem for consultation,1749,,NEUTRAL
11728,"Mack, Martin.","116,6",Pastoral calls,1749,,NEUTRAL
11729,"Mack, Martin.","116,6",Observing his wedding anniversary,1749,,NEUTRAL
11730,"Mack, Martin.","117,1",Nightly sick-call,1750,,NEUTRAL
11731,"Mack, Martin.","117,1",Conference with Cammerhoff,1750,,NEUTRAL
11732,"Mack, Martin.","117,1",Visiting the sick,1750,,NEGATIVE
11733,"Mack, Martin.","117,1",Staking out a building lot,1750,,NEUTRAL
11734,"Mack, Martin.","117,1",Impressed by the sincerity of an old applicant for baptism,1750,,POSITIVE
11735,"Mack, Martin.","116,2",Returning to Gnadenhutten,1747,,NEUTRAL
11736,"Mack, Martin.","116,2",Conference with Spangenberg,1747,,NEUTRAL
11737,"Mack, Martin.","116,2",Pastoral conversations,1747,,NEUTRAL
11738,"Mack, Martin.","116,2",Conference,1747,,NEUTRAL
11739,"Mack, Martin.","116,2",Interview with Josua,1747,,NEUTRAL
11740,"Mack, Martin.","116,2",Badly hurt at the sawmill 8/,1747,,NEGATIVE
11741,"Mack, Martin.","116,2",Pastoral conversations,1747,,NEUTRAL
