place_name,alternate_names,admin_level_2,admin_level_1,admin_level_0,continent,notes,feature_type,ambigous_county,latitude,longitude,matched_name
North Branch,[],,NY,,,,,,43.31403,-74.79364,North Branch
North Branch,[],,NJ,,,,,,40.60205,-74.67738,North Branch
North Carolina,[],,NC,,,Wachau,,,35.50069,-80.00032,North Carolina
North River-Hudson River,[],,,,,,H,,,,
North Western Territory,[],,,,,,L,,,,
Northampton County,[],095,PA,,,,,,40.75423,-75.30742,Northampton County
Northumberland,[],,PA,,,,,,40.89175,-76.79747,Northumberland
Nottingham,[],071,PA,,,,,,,,
Nova Scotia,[],,07,,,,,,45.00015,-62.99865,Nova Scotia
Nuelstown,['?'],013,OH,,,,,,,,
Oakorchard Harbor,[],,NY,,,,,,,,
Oblong,[],,,,,New York-Connecticut,,,39.00199,-87.90892,Oblong
Ohio,[],,OH,,,State,,,40.25034,-83.00018,Ohio
Ohio Falls,[],,OH,,,,H,,,,
Ohio Hill,[],007,PA,,,,T,,,,
Ohio River,[],,,,,,H,,45.55015,-62.08189,Ohio River
Ohio River and area,['Allegheny'],,,,,,L,,,,
Oil Creek,['Cances'],121,PA,,,,H,,41.43173,-79.70922,Oil Creek
Oil Creek,['Canoos'],,NY,,,,H,,42.16979,-78.38891,Oil Creek
Okak,[],,,,,Labrador,,,57.55025,-61.96477,Okak
Okkak,[],,,,,Labrador,,,,,
Old Beaver Dam,[],,,,,,,,44.41047,-112.19721,Old Beaver
Old Chillicothe,[],129,OH,,,,T,,,,
Old Mexico,[],,,,,,,,38.11971,-108.81455,Old Mexico Mine
Old Pennsylvania Road,[],,,,,,,,40.42896,-79.23253,Old Pennsylvania Canal
Old Sandusky Town,[],,,,,,,,,,
Oley,[],,,,,,,,40.38759,-75.78964,Oley
Oley,[],011,PA,,,,,,40.38759,-75.78964,Oley
One Leg Creek,['Gotgatsin'],,OH,,,Tuscarawas and Carroll County,H,,,,
Oneida,[],,NY,,,town east of Oneida Lake,,,43.09257,-75.65129,Oneida
Oneida Lake,[],,NY,,,,,,43.2032,-75.90984,Oneida Lake
Onengo,['French Creek'],121,PA,,,Venango River,,,,,
Onengo,['Venango'],,,,,,,,38.6389,-97.98644,Venango
Onengo Creek and surrounding area,"['French Creek', 'Venango']",121,PA,,,,L,,,,
Onengo River,[],,PA,,,French Creek,H,,,,
Onondaga,['Onondago'],067,NY,,,capital of Iroquois Federation & Syracuse | Iroquois capital,,,,,
Onondaga New York,['Onondago'],,,,,,,,,,
Onondaga Town,['Onondago'],,08,,,Grand River,,,43.1334,-80.11635,Onondaga
Ontario,[],,08,,,Town and Township & Thames River,,,49.25014,-84.49983,Ontario
Oochgelogy,[],,GA,,,,,,,,
Opest,[],,IN,,,Au Poste du Ouabeche Vincennes,,,,,
Oquaga,[],,NY,,,Broom County | Ouaquaga,,,,,
Orford,[],,,,,Ontario. Gegoraphic Names,,,45.38314,-72.20069,Orford
Ostonwakin,[],,,,,Pennsylvania Gegoraphic Names,,,,,
Ostonwakin . Montoursville,"['also Otztonwakin', 'Otstunwachko', 'Oshttonwsko', 'etc.']",,PA,,,County | Lycoming,,,,,
Ostonwakin Creek,['also Oztonwake'],,,,,Pennsylvania Gegoraphic Names | Loyalsock Creek,H,Lycoming County,,,
Oswego,[],,,,,New York Gegoraphic Names,,Oswego County,37.16757,-95.10996,Oswego
Oswego,['Ohsweken'],,08,,,possibly Mingo place near Grand River,,,43.06681,-80.11635,Ohsweken
Oswego,[],,NY,,,New York Gegoraphic Names,,,43.45535,-76.5105,Oswego
Oswego Falls,[],,,,,New York Gegoraphic Names,H,,,,
Oswego River,[],,,,,New York Gegoraphic Names,H,,39.6581,-74.5277,Oswego River
Otaheite. Gegoraphic Names,[],,,,,,,,,,
Otsinachson,[],,,,,West Branch. Gegoraphic Names | above Susquehanna,,,,,
Ottawa Channel,[],,,,,,,,42.93558,-86.06671,Ottawa Church
Owego,[],,,,,,,,42.27944,-96.15446,Owego
Owego,['Oweke'],107,NY,,,,,,42.10341,-76.26215,Owego
Owego River,[],,NY,,,,H,,43.46507,-76.51383,Oswego River
Owenachki,[],,IN,,,White River | Hackingpomaka's Town,,,38.45812,-85.5419,Owen
Owl Creek,[],,,,,Kekesing | possibly Gokhesing,H,,49.40011,-88.63335,Owl Creek
Oxford,[],,08,,,,,,43.13339,-80.83301,Oxford
Oxford Township,[],,08,,,,,,,,
Pachgatgoch,['Pachgatgoko'],,CT,,,Moravian mission place,,,,,
Pachgatgoch Hill,[],005,CT,,,,T,,,,
Pachqueick,[],,CT,,,near Pachgatgoch,,,,,
Pacific Coast,[],,,,,,H,,,,
Pacific Islands,[],,,,,,,,,,
Pacific Ocean,['the Great South Sea'],,,,,,H,,,,
Pagetschiwomunk,[],,08,,,town at mouth of Chenaie ecartee,,,,,
Paint Creek,"['probably Vermilion River', 'Ohio']",,,,,,H,,42.65289,-81.74978,Paint Creek
Paint River,[],,,,,Wulamanink,H,,45.96384,-88.24513,Paint River
Painted Post,[],101,NY,,,,,,42.16202,-77.09414,Painted Post
Palatinate,[],,,,,The,,,,,
Pamballineke Creek,['possibliy Meigs Creek'],115,OH,,,,H,,,,
Papunhank's Town,[],,,,,Susquehanna Valley,,,,,
Partners,[],,,,,Second Nine,,,41.68952,-75.68741,Partners Creek
Passekachkungk,['Passikachkunk'],,NY,,,place on Canisteo River,,,,,
Patotiqueja River,"['probably North Sydenham River', 'Patotiquejaak']",,08,,,,H,,,,
Patowmak,[],,,,,,,,,,
Paxtang,"['also Paxton', 'Paxton', 'Paxtown']",043,PA,,,,,,40.25898,-76.83192,Paxtang
Peeks Kill,['Bikskill'],119,NY,,,,,,,,
Pemakxit's Town,[],,,,,,,,,,
Pemidhannek,['Zoneschio'],,NY,,,Delaware name of Genessee River,,,,,
Pennsbury Manor,['Pennsbury'],017,PA,,,,,,40.13372,-74.76877,Pennsbury Manor State Park
Pennsylvania,[],,PA,LB,,Susquehanna,,,,,
Pentahametachquanunk,[],,,,,,,,,,
Perth Amboy,[],,NJ,,,,,,40.50677,-74.26542,Perth Amboy
Petqualach,[],,PA,,,town on Upper Allegheny River,,,,,
Petquattunk,['Pettquotting'],,OH,,,Huron River,,,,,
Petquotting,[],,,,,Indian town,,,,,
Petquotting Creek,['Huron River'],,OH,,,,H,,41.3981,-82.54906,Huron River
Petquotting Hill,[],,,,,,T,,,,
Petquotting River,['Huron River'],,,,,,H,,46.90992,-88.03679,Huron River
Phallobank,['Phallapank'],,,,,,,,,,
Philadelphia,[],,PA,,,Barracks,,,39.95238,-75.16362,Philadelphia
Philadelphia--Pottersfield,[],,,,,,,,,,
Philip's Mill,[],,NY,,,east of Hudson River,,,,,
Philipsburg,[],,NJ,,,,,,,,
Pickaway,['town'],,OH,,,,,,,,
Pickaway Plains,[],129,OH,,,,,,39.54173,-82.99157,Pickaway Plains
Pigeon Roost,[],,,,,place near Blanchard River,,,34.69231,-83.97797,Pigeon Roost
Pilgermouth,[],,PA,,,,,,,,
Pinery,[],,08,,,place on Thames River,,,45.31566,-78.13431,Pinery Lake
Pipe Creek,[],043,OH,,,,H,,41.44727,-82.6649,Pipe Creek
Pipe's Town,[],,,,,,,,,,
Pittsburg,['Fort Pitt'],,PA,,,,,,39.94677,-76.40302,Pittsburg
Pittsburg Pennsylvania,[],,,,,,,,,,
Pittsburgh,['Fort Pitt'],,PA,,,,,,40.44062,-79.99589,Pittsburgh
Plains,[],,,,,,,,27.40948,-81.18423,Plains
Pohopoco Creek,"['also Puchgapuchga', 'Puchkepuch', 'Puchquapuchque', 'Buggaguchga', 'Bugabuga', 'etc.']",,PA,,,Monroe and Carbon County,H,,40.81565,-75.67241,Pohopoco Creek
Point Aux Chenes,['Point du Chene'],,MI,,,on St. Clair River,S,,,,
Point Pleasant,[],,WV,,,Hasen County,S,,39.28481,-80.48676,Point Pleasant Church
Point au Tremble,[],,,,,Michigan north of Denke's mission | place on St. Clair River,S,,,,
Point de Plea,[],,,,,,S,,,,
Pommern,[],,,DE,,Swedish,,,50.16667,7.28333,Pommern
Popooming Pond,[],,,,,Lac | also Long Lake,,,,,
Post Vincennes,['Post Vincent'],,,,,,,,,,
Potatick,[],001,CT,,,,,,,,
Potatik,[],,CT,,,,,,,,
Potomac River,"['Petowmac', 'Patomick']",,,,,,H,,46.22256,-82.98847,Potomac River
Potoman River,[],,,,,,H,,,,
Poughkeepsie,[],027,NY,,,,,,41.70037,-73.92097,Poughkeepsie
Presqu' Isle,['Prisqueisle'],,PA,,,Erie,,,42.16311,-80.10117,Presque Isle
Presqu'isle,[],,PA,,,Erie,,,,,
Princeton,['Prinstown'],,NJ,,,,,,40.34872,-74.65905,Princeton
Province Island,[],,PA,,,Philadelphia & Philadelphia,,,39.88539,-75.22907,Province Island
Puchcapuch,['Puchkapuchka'],,,,,,,,,,
Put in Bay,['Pudding Bay'],,,,,Ohio Georgraphic Names | Lake Eire,H,,37.41347,-76.3405,Put in Creek
Quage Town,[],,08,,,Grand River,,,,,
Quahen,[],,,CA,,,,,,,
Quaker Hill,[],,CT,,,,T,,,,
Quebec,[],,10,CA,,,,,52.00017,-71.99907,Quebec
Quechquetank,['Wechquetenk'],089,PA,,,,,,,,
Queenston,['Queenstown'],,08,,,,,,43.16682,-79.04957,Queenston
Quelutumen,[],,PA,,,place on Susquehanna River,,,,,
Quenischachachgeek,[],,,,,,,,,,
Quenischachchachchqueh,[],,,,,,,,,,
Quenischachchachqueh,[],081,PA,,,West Branch | Susquehanna,,,,,
Quitahannek Creek,[],,OH,,,Richland or Ashland County,H,,,,
Quittoppehille,[],,PA,,,Lebanon,T,,,,
Race Hill,[],,,,,,T,,41.36704,-72.66371,Race Hill
Raisin River,"['Reason', 'Raisen', 'Rissin']",,MI,,,,H,,,,
Rapide,[],,08,,,probably on Jongquakamik River,,,,,
Rapids,[],,OH,,,probably Grand Rapids | Maumee River,,,,,
Ravenna,[],,OH,,,,,,41.15756,-81.24205,Ravenna
Rays Hill,['Race Hill'],009,PA,,,,T,,,,
Reading,[],,PA,,,,,,40.33565,-75.92687,Reading
Red Hook,[],027,NY,,,,,,41.99509,-73.87541,Red Hook
Redding,[],001,CT,,,,,,41.3026,-73.38345,Redding
Redstone,[],,PA,,,now Bedford | probably Rays Town,,,40.0748,-79.80365,Redstone
Retrenche River,['Thames'],,08,,,same as Thames River,H,,,,
Rheimstown,[],,PA,,,probably in Pennsylvania,,,,,
Rhine River,[],,,DE,,,H,,,,
Rhinebeck,['Reinbeck'],027,NY,,,,,,41.92676,-73.91264,Rhinebeck
Rhode Island,[],,RI,,,,,,41.55566,-71.26422,Rhode Island
River Rouge,"['Reuche', 'River Bush']",,MI,,,,H,,42.28809,-83.1027,River Rouge
Rixdorf,['Rucksdorf'],,,DE,,,,,54.20735,10.42434,Rixdorf
Rockills Mill,[],,,,,,,,,,
Rocky Hill,[],,NJ,,,,T,,40.379,-74.65933,Rocky Hill
Rocky Point,[],123,OH,,,presumably Scott Point & 16 miles from Sandusky | probably Scott Point,S,,,,
Rocky River,[],035,OH,,,,H,,41.49116,-81.8393,Rocky River
Rolof Janssens Kill,[],021,NY,,,,,,,,
Ronchey's Tavern,"[""Runchey's""]",,,,,,,,,,
Ronneburg,[],,,DE,,,,,50.8634,12.18666,Ronneburg
Rose,[],,PA,,,Nazareth | The,,,,,
Rowlya Creek,[],005,CT,,,,H,,,,
Rush Creek,[],045,OH,,,,H,,39.62229,-82.54877,Rush Creek
Saddle,[],,,,,,,,47.73319,-52.76475,Saddle
Saginaw,"['Sackina', 'Sakina']",,MI,,,,,,43.41947,-83.95081,Saginaw
Sakapochk,[],,PA,,,,,,,,
Sakechnak Creek,[],025,PA,,,,H,,,,
Sakechnak Creek Carbon County,"['also Sankechnank', 'Sakekenack', 'Sankinghnack', 'Sankegenahk', 'Sanschanachke', 'etc.']",,PA,,,,H,,,,
Sakunk,['Gakung'],,PA,,,on Big Beaver Creek & place at the mouth of Beaver Creek & place at confluence of the Beaver River with the Ohio,,,,,
Salem,[],143,OH,,,,,,,,
Salem,[],157,OH,,,Muskingum River,,,,,
Salem,[],,NC,,,North Carolina Moravian center,,,35.69874,-81.69704,Salem
Salem,[],,OH,,,,,,39.68257,-82.33543,Salem
Salisbury,[],,CT,,,,,,41.98343,-73.42123,Salisbury
Salisbury,[],111,PA,,,,,,39.75286,-79.08086,Salisbury
Salisbury,[],005,CT,,,,,,41.98343,-73.42123,Salisbury
Sally Hand,[],,,,,,,,,,
Salmons Creek,[],,NY,,,between Genessie River and Sodus Point | Lake Ontario,H,,,,
Salt Creek,[],119,OH,,,,H,,39.86618,-81.90041,Salt Creek
Salt River,[],,MI,,,west side of Lake St. Clair | Siwatakanisipi,H,,42.65337,-82.78492,Salt River
Salt Spring,"['Salineville', 'Ohio?']",,,,,,,,39.11255,-90.65457,Salt Spring
Saltlick,[],,,,,not far from Goshen,,,48.8209,-88.76867,Saltlick Creek
Sambesink,"['Armstrongtown', 'Sambeing']",,OH,,,near Mansfield | Greentown,,,,,
Sandusky,[],,OH,,,River and town,,,41.44894,-82.70796,Sandusky
Sandusky Bay,"['St. Deske', 'Little Lake']",,OH,,,,H,,41.47894,-82.8413,Sandusky Bay
Sandusky Island,[],,,,,,,,,,
Sandusky Plains,[],,OH,,,,,,40.75061,-83.24853,Sandusky Plains
Sandusky Point,[],,OH,,,,S,,,,
Sandusky River,['St. Dusky River'],,OH,,,,H,,41.44783,-83.00269,Sandusky River
Sandwich,[],,08,,,,,,42.28318,-83.05925,Sandwich
Sandy Creek,[],,OH,,,,H,,40.65784,-81.43734,Sandy Creek
Saratoga,[],,NY,,,,,,,,
Sarepta,[],,,RU,,on Volga River,,,48.51662,44.53239,Sarepta
Sasena,[],,,,,,,,,,
Satked,[],005,CT,,,,,,,,
Saucen,"['Saucena', 'Sacena']",077,PA,,,,,,,,
Sax's Tavern,[],,,,,,,,,,
Saxony,[],,,,,,,,33.98623,-82.89209,Saxon
Scatticock,[],,CT,,,,,,,,
Scattigok,['Scattacook'],,CT,,,,,,,,
Scha-mung,['Delaware'],,,,,horn,,,42.91679,-81.41646,Delaware
Schammungk,[],,,,,Schommunk,,,,,
Schatticock,"['Shattegock', 'Shattigok', 'Shattegook', 'Skattegock', 'Skatchkock']",083,NY,,,,,,,,
Schatticook,[],,NY,,,,,,,,
Schechschequannink Bradford County,['Tschechschequannink'],,PA,,,,,,,,
Schechschequanunk,[],,PA,,,place on Susquehanna,,,,,
Schechschiquanunk,[],,,,,,,,,,
Schechschiquanunk on Susquenanna River,['Schechaschequani'],,,,,Pennsylvania Geographic Names,H,Bradford County,,,
Schecomeco,[],,,,,,,,,,
Schenechtady,[],,NY,,,,,,,,
Schenechten,[],,,,,,,,,,
Schenectady,['Schenechten'],,NY,,,,,,42.81424,-73.93957,Schenectady
Schih-shi-quan-nink,[],,,,,,,,,,
Schkipoakanink,[],,08,,,place on Schneyecarty,,,,,
Schneycarty,[],,,,,,,,,,
Schoharie,"['Schochcheri', 'Schochery', 'also Sgochari', 'Schochari']",,NY,,,,,,42.66591,-74.30958,Schoharie
Schoharie New York,['Schocharie'],,,,,,,,,,
Schonbrunn,[],,OH,,,on Muskingum River,,,,,
Schoneck,[],,PA,,,,,,,,
Schuylkill River,[],,PA,,,,H,,39.88525,-75.19465,Schuylkill River
Schwego,[],,08,,,Grand River,,,,,
Scioto River,['Sioto'],,OH,,,,H,,38.73063,-83.01267,Scioto River
Scotland,[],,,,,,,,43.0168,-80.36637,Scotland
Seabrook,[],015,NH,,,,,,42.89481,-70.87116,Seabrook
Second Great Creek,[],,,,,,H,,,,
Seneca Territory,[],,NY,,,,L,,,,
Seven Ranges,[],,PA,,,,,,,,
Shammunk,[],,,,,Shommunk,,,,,
Shamokin,"['Shomokin', 'Shamoko', 'Shomoko', 'Schomoke', 'Schomoko']",,PA,,,place on Susquehanna River,,,40.78897,-76.55885,Shamokin
Shamokin,['also Shomoko'],097,PA,,,Sunbury,,,40.78897,-76.55885,Shamokin
Shamokin Creek,[],097,PA,,,,H,,40.84175,-76.80552,Shamokin Creek
Shamokin Island,[],097,PA,,,,,,40.78897,-76.55885,Shamokin
Sharon,[],,OH,,,Tuscarawes County,,,39.73618,-81.5654,Sharon
Sharon,[],005,CT,,,,,,41.87926,-73.47679,Sharon
Shawnee Town,[],,,,,White River,,,39.07699,-94.70478,Shawnee Township Cemetery
Shawnee Towns,[],,OH,,,Au Glaise River,,,,,
Shecomeco,[],027,NY,,,,,,,,
Shecomeko,['Checomeko'],,NY,,,,,,,,
Sheffield,[],003,MA,,,,,,42.11037,-73.35511,Sheffield
Shekomeko,['Checomeko'],027,NY,,,,,,41.92815,-73.59901,Shekomeko
Shekomeko Dutchess County,"['Shecomeco', 'Checomeco']",,NY,,,,,,,,
Shenango,[],,,,,,,,48.38342,-82.69979,Shenango
Shenango River and area,"['Shenenge', 'Sheninge']",,PA,,,Mercer and Lawrence County,L,,,,
Shenenge,[],073,PA,,,Beaver River,,,,,
Sheweko,[],,,,,place near Shekomeko,,,,,
Shippensburg,[],041,PA,,,also Shippenstown,,,40.05065,-77.52026,Shippensburg
Shippenstown,[],,,,,,,,,,
Shommunk,[],,,,,,,,,,
Shomokin,[],,PA,,,,,,,,
Shomoko,[],,,,,,,,,,
Sichel's Tavern,[],,,,,,,,,,
Sichem,['Oblong'],027,NY,,,,,,,,
Sideling Hill,[],057,PA,,,,T,,39.87231,-78.2089,Sideling Hill
Siis-queh-han-neek,[],,,,,,,,,,
Sikhewo,['Sikhewunk'],,PA,,,above Kaskaskunk | place on Beaver Creek,,,,,
Sikhewunk,[],119,OH,,,Salt Creek Township | Chandlersville & place on Muskingum River,,,,,
Silesia,[],,,DE,,,,,,,
Sinking Spring,[],011,PA,,,,,,40.32731,-76.01105,Sinking Spring
Siwatakanisipi,[],,,,,West side of Lake St. Clair | Salt River,,,,,
Six Nations towns,[],,08,,,Grand River,,,43.05528,-80.02611,Six Nations Corner
Skehantowa Shawnee center on the Susquehanna,"['Tschehantowah', 'Wyoming']",,,,,,,,42.95008,-82.11651,Wyoming
Skipra[?],[],091,PA,,,,,,,,
Snake Spring,[],009,PA,,,,,,,,
Sneicaerty,[],,,,,Schney e carty | Schneyecarty | Schnei Kaerty | Snycardy | Sneicardy,,,,,
Snycardy,[],,,,,,,,,,
Socana,[],,,,,probably a river,,,,,
Sodus Point,[],,NY,,,,S,,43.27031,-76.98338,Sodus Point Post Office
Somerset,[],127,OH,,,,,,39.80701,-82.29709,Somerset
Somerset,[],111,PA,,,,,,40.00841,-79.07808,Somerset
Somerset County,[],,,,,,,Somerset County,38.08007,-75.85347,Somerset County
Sopus,[],,,,,,,,,,
South America,[],,,,South America,,,,37.70894,-88.67617,South America Church
South Beaver,[],007,PA,,,,,,,,
South Branch,['probably Ohio River'],,,,,,,,47.91671,-59.03186,South Branch
South Carolina,[],,SC,,,,,,34.00043,-81.00009,South Carolina
South Huron Strait,['Straight'],,,,,,,,43.31679,-81.51647,South Huron
South Liberty,[],,PA,,,foot of Laurel Hill,,,,,
South Sea Islands,[],,,,,,,,31.50161,-81.1262,Sea Islands
Southbury,[],009,CT,,,,,,41.48148,-73.21317,Southbury
Spain,[],,,ES,,,,,,,
Spangenberg,[],097,PA,,,,,,,,
Spanish Colonies,[],,,,,,,,,,
Spanish Territory,[],,,,,,L,,,,
Spitzborg,[],025,PA,,,,,,,,
Spring Creek,[],089,PA,,,near Wechquetank,H,,,,
Spring Garden,[],,,,,,,,33.97288,-85.55385,Spring Garden
Springfield,[],,OH,,,,,Springfield,39.92423,-83.80882,Springfield
Springplace,[],,GA,,,,,,,,
St. Clair River,[],,,,,,H,,42.55008,-82.66654,St. Clair River
St. Croix,['Crux'],,,,,West Indies & West Indies,,,44.96182,-64.0327,St. Croix
St. John,['Jan'],,,,,West Indies & West Indies & West Indies,,,48.93348,-80.88307,St. John
St. Joseph River,[],,,,,Ohio and Indiana,H,,49.80028,-84.03139,St. Joseph Lake
St. Lawrence River,[],,,,,,H,,49.66683,-64.49869,St. Lawrence River
St. Marys,[],,OH,,,Au Glaize County,,,,,
St. Marys River,[],,,,,,H,,52.31178,-55.8391,St. Marys River
St. Thomas,[],,,,,West Indies,,,47.56659,-52.89806,St. Thomas
Staten Island,[],,NY,,,,,,40.56233,-74.13986,Staten Island
Steuben County,[],101,NY,,,,,,42.26781,-77.3838,Steuben County
Steubenville,[],,OH,,,,,,40.36979,-80.63396,Steubenville
Stillwater Creek,[],,,,,,H,,48.96681,-88.26673,Stillwater Creek
Stillwater Creek,[],157,OH,,,Harrison and Tuscarawas County,H,,40.42423,-81.37178,Stillwater Creek
Stissing Mountain,['Stissick'],027,NY,,,,T,,41.95648,-73.69263,Stissing Mountain
Stockbridge,['Old'],003,MA,,,,,,42.28759,-73.32039,Stockbridge
Stone Creek,[],157,OH,,,,H,,40.49173,-81.47651,Stone Creek
Stone Creek,"['probably Rocky River', 'Ohio']",,,,,,H,,50.43337,-91.53355,Stone Creek
Stone River,['Achsin'],,,,,,H,,50.66682,-87.46666,Stone River
Stony Creek,[],091,OH,,,,H,,40.30477,-83.9291,Stony Creek
Stony Creek,[],115,MI,,,,H,,41.9431,-83.30299,Stony Creek
Stony Point,[],115,MI,,,,S,,41.95255,-83.27743,Stony Point Church
Stoystown,[],111,PA,,,,,,40.10341,-78.94947,Stoystown
Straits,[],,,,,between Lake Erie and Lake Huron,,,34.72905,-76.57104,Straits
Strasburg,[],055,PA,,,,,,,,
Stratford,[],001,CT,,,,,,41.18454,-73.13317,Stratford
Stromness,[],,,,,Island near mouth of St. Clair River,,,42.87306,-79.54556,Stromness
Stroudsburg,"['also Dansbury', 'Danesberg']",,PA,,,,,,40.98676,-75.19462,Stroudsburg
Sucachqualle's Town,[],,OH,,,,,,,,
Sugar Creek,[],019,OH,,,tributary of Tuscarawas River,H,,,,
Suriname,[],,,SR,South America,,,,,,
Susquehanna,[],,PA,,,River and area & West Branch & North Branch,,,41.94341,-75.59963,Susquehanna
Susquehanna River,[],,PA,,,,H,,,,
Susquehanna River and Valley,[],,,,,,T,,,,
Susquehanna River and area,[],,PA,,,,L,,,,
Sussex County,[],037,NJ,,,,,,41.13946,-74.69023,Sussex County
Swan Creek,[],,08,,,Lake Erie,H,,43.6334,-80.43299,Swan Creek
Swan River,[],,MI,,,vicinity of St. Clair River | Wabisisipi,H,,45.39224,-83.73499,Swan River
Swatara Creek,[],043,PA,,,,H,,40.18537,-76.73247,Swatara Creek
Swatara Creek,[],107,PA,,,,H,,,,
Swatara Creek and Valley,[],,PA,,,,T,,,,
Swego,[],,08,,,Mingue Town on Grand River,,,,,
Switzerland,[],,,CH,,,,,47.00016,8.01427,Switzerland
Ta-ne-wan-di,['Seneca'],,,,,rapid stream,,,43.03341,-79.83293,Seneca
Tahiti,['Otaheite'],,,,,,,,36.1007,-115.2108,Tahiti
Taniwandi,[],,,,,,,,,,
Tavandemung,[],,,,,place near Wyalusing | Tauwundamunk & Tauwundamunk,,,,,
Tawa Bay,[],,,,,Maumee Bay & name for Maumee Bay,H,,,,
Tawa River,['Miami of the Lake'],,OH,,,Maumee River & Maumee River,H,,,,
Tawa Town,[],,OH,,,location of Toledo,,,,,
Telpi-Mahonunk,[],,,,,,,,,,
Temaitasunk,[],,OH,,,,,,,,
Tenk-han-neck,['Delaware'],,,,,Small River,,,42.91679,-81.41646,Delaware
Tenkhannek,[],,PA,,,place on Susquehanna | Tengkannek | Tenkkanneck,,,,,
Tenkhanneti,[],,,,,,,,,,
Tenkhannik,['also Tenkhanneck'],,,,,,,,,,
Tennessee,[],,TN,,,,,,35.75035,-86.25027,Tennessee
Teockhansoutehan,['a French town'],,,,,,,,,,
Tetechgath,[],,,,,,,,,,
Thames River,['Retrenche'],,08,,,,H,,42.31679,-82.44981,Thames River
Thuernstein,[],107,PA,,,Broad Mount,,,,,
Thuppeeking,[],,,,,meaning Schonbrunn | Thupaken | Thuppeekunk,,,,,
Thuppekink,['Schonbrunn'],,,,,,,,,,
Thuppekunk,[],,OH,,,Schonbrunn,,,,,
Ti-a-o-ga,['Mohawk'],,,,,the forks,,,33.06819,-93.18517,Mohawk
Tiaogu,[],,PA,,,,,,,,
Tinkers Creek Cuyahoga County,"[""Dunker's Creek""]",,OH,,,,H,,41.36505,-81.60985,Tinkers Creek
Tioga,[],,,,,,,,44.22528,-79.96722,Tioga
Tioga,"['also Tiaogu', 'Tiaogu', 'Diaogu']",015,PA,,,modern Athens,,,,,
Tioga Point,[],015,PA,,,site of Athens,S,,41.97257,-76.52744,Tioga Point Cemetery
Tioga River,[],,NY,,,,H,,42.15202,-77.09025,Tioga River
Tioga River or Creek,['Tiaogu'],,NY,,,name applied to Chemung River,H,,42.15202,-77.09025,Tioga River
Tioga site of present Athens,"['Tiaogu', 'Diaugu', 'Diaoju']",,,,,Pennsylvania Geographic Names,,Bradford County,,,
Tioginossongochto,[],,,,,,,,,,
Tionionwaquagarõnto,[],,,,,,,,,,
Tobihanna Creek,[],089,PA,,,,H,,,,
Toiondo,[],,,,,Toronto,,,,,
Tonawanda Town and Creek,['Taniwandi'],037,NY,,,,H,,,,
Toronto,['York'],,08,,,,,,43.60012,-79.66632,Toronto
Tower Hamlets,[],,,,,England | London,,,,,
Trenton,['Trentown'],,NJ,,,,,,40.21705,-74.74294,Trenton
Tripoli,[],,,,,,,,42.80804,-92.25823,Tripoli
Trumbull County,[],155,OH,,,,,,41.31717,-80.76116,Trumbull County
Tschallachgasi,[],,,,,,,,,,
Tsche-ne-sche-e,['Seneca'],,,,,a fine valley,,,43.03341,-79.83293,Seneca
Tschechachequanigk,['Schechschequanunk'],,,,,,,,,,
Tschehantowsh,[],,,,,,,,,,
Tschiaque Creek,[],,OH,,,East of Cuyahoga River,H,,,,
Tschimitagan,[],,,,,,,,,,
Tschitschiquanunk,['Schechschequanunk'],,,,,,,,,,
Tschochnot,[],,,,,place near Wyalusing,,,,,
Tschoniata River,[],,,,,,H,,,,
Tulling Brook,['?'],,NY,,,,,,,,
Tulpehocken,[],,,,,,,,39.71334,-74.56316,Tulpehocken Creek
Tulpehocken Berks County,['also Tulpehockin'],,PA,,,,,,,,
Tulpenocken,[],011,PA,,,,,,,,
Tunkhanneck,[],089,PA,,,,,,,,
Tunkhannock,[],131,PA,,,,,,41.53869,-75.94659,Tunkhannock
Turkey Hill,[],009,CT,,,Township of Derby,T,,41.28121,-73.07177,Turkey Hill
Turtle Creek,[],,PA,,,Westmoreland and Allegheny County,H,,40.38979,-79.85199,Turtle Creek
Tuscarawas,['Tuscarawi'],,OH,,,,,,40.39479,-81.40706,Tuscarawas
Tuscarawas,['Tuscarawi'],151,OH,,,,,,40.77798,-81.60021,Township of Tuscarawas
Tuscarawas County,[],157,OH,,,,,,40.44096,-81.47377,Tuscarawas County
Tuscarawas River,['Tuscarawi'],,OH,,,,H,,40.27535,-81.87347,Tuscarawas River
Tuscarawas River standing for Muskingum,"['Tuscarabi', 'Delaware', 'Tuscalabi']",,OH,,,,H,,40.27535,-81.87347,Tuscarawas River
Tuscarawas Town,['Tuscarawi'],,OH,,,,,,40.39479,-81.40706,Tuscarawas
Tuscarawi,[],,OH,,,,,,40.39479,-81.40706,Tuscarawas
Tuscarawi Creek,[],,OH,,,,H,,,,
Tuscarawi now Bolivar,['Tuscorawas'],,OH,,,,,,40.39479,-81.40706,Tuscarawas
Tuscarora Creek,[],,,,,,H,,39.24344,-77.47526,Tuscarora Creek
Tuscarora Mountains,[],,PA,,,between Franklin and Fulton County,T,,40.23675,-77.73832,Tuscarora Mountain
Tuscarora Town,['Tosgarore'],,08,,,Grand River,,,43.05011,-80.13295,Tuscarora
Tuscarores,[],,,,,place near Wyalusing,,,43.05011,-80.13295,Tuscarora
